"","DataItemLong","County","State","year","OrchardAc","StateFips","CountyCode","StateCountyFips"
"1869.1992","Land in orchards, total (acres)","CAYUGA COUNTY"," NY","1992",425,"36","011","36011"
"1870.1992","Land in orchards, total (acres)","CHAUTAUQUA COUNTY"," NY","1992",18060,"36","013","36013"
"1871.1992","Land in orchards, total (acres)","CHEMUNG COUNTY"," NY","1992",138,"36","015","36015"
"1872.1992","Land in orchards, total (acres)","CHENANGO COUNTY"," NY","1992",52,"36","017","36017"
"1873.1992","Land in orchards, total (acres)","CLINTON COUNTY"," NY","1992",3927,"36","019","36019"
"1874.1992","Land in orchards, total (acres)","COLUMBIA COUNTY"," NY","1992",4754,"36","021","36021"
"1875.1992","Land in orchards, total (acres)","CORTLAND COUNTY"," NY","1992",5,"36","023","36023"
"1876.1992","Land in orchards, total (acres)","DELAWARE COUNTY"," NY","1992",112,"36","025","36025"
"1877.1992","Land in orchards, total (acres)","DUTCHESS COUNTY"," NY","1992",1941,"36","027","36027"
"1878.1992","Land in orchards, total (acres)","ERIE COUNTY"," NY","1992",1877,"36","029","36029"
"1879.1992","Land in orchards, total (acres)","ESSEX COUNTY"," NY","1992",564,"36","031","36031"
"1880.1992","Land in orchards, total (acres)","FRANKLIN COUNTY"," NY","1992",5,"36","033","36033"
"1881.1992","Land in orchards, total (acres)","FULTON COUNTY"," NY","1992",96,"36","035","36035"
"1882.1992","Land in orchards, total (acres)","GENESEE COUNTY"," NY","1992",188,"36","037","36037"
"1883.1992","Land in orchards, total (acres)","GREENE COUNTY"," NY","1992",176,"36","039","36039"
"1884.1992","Land in orchards, total (acres)","HAMILTON COUNTY"," NY","1992",-9999,"36","041","36041"
"1885.1992","Land in orchards, total (acres)","HERKIMER COUNTY"," NY","1992",50,"36","043","36043"
"1886.1992","Land in orchards, total (acres)","JEFFERSON COUNTY"," NY","1992",-9999,"36","045","36045"
"1887.1992","Land in orchards, total (acres)","KINGS COUNTY"," NY","1992",-9999,"36","047","36047"
"1888.1992","Land in orchards, total (acres)","LEWIS COUNTY"," NY","1992",-9999,"36","049","36049"
"1889.1992","Land in orchards, total (acres)","LIVINGSTON COUNTY"," NY","1992",53,"36","051","36051"
"1890.1992","Land in orchards, total (acres)","MADISON COUNTY"," NY","1992",135,"36","053","36053"
"1891.1992","Land in orchards, total (acres)","MONROE COUNTY"," NY","1992",2627,"36","055","36055"
"1892.1992","Land in orchards, total (acres)","MONTGOMERY COUNTY"," NY","1992",67,"36","057","36057"
"1893.1992","Land in orchards, total (acres)","NASSAU COUNTY"," NY","1992",-9999,"36","059","36059"
"1894.1992","Land in orchards, total (acres)","NEW YORK COUNTY"," NY","1992",-9999,"36","061","36061"
"1895.1992","Land in orchards, total (acres)","NIAGARA COUNTY"," NY","1992",9238,"36","063","36063"
"1896.1992","Land in orchards, total (acres)","ONEIDA COUNTY"," NY","1992",421,"36","065","36065"
"1897.1992","Land in orchards, total (acres)","ONONDAGA COUNTY"," NY","1992",1295,"36","067","36067"
"1898.1992","Land in orchards, total (acres)","ONTARIO COUNTY"," NY","1992",1700,"36","069","36069"
"1899.1992","Land in orchards, total (acres)","ORANGE COUNTY"," NY","1992",2159,"36","071","36071"
"1900.1992","Land in orchards, total (acres)","ORLEANS COUNTY"," NY","1992",7521,"36","073","36073"
"1901.1992","Land in orchards, total (acres)","OSWEGO COUNTY"," NY","1992",781,"36","075","36075"
"1902.1992","Land in orchards, total (acres)","OTSEGO COUNTY"," NY","1992",66,"36","077","36077"
"1903.1992","Land in orchards, total (acres)","PUTNAM COUNTY"," NY","1992",-9999,"36","079","36079"
"1904.1992","Land in orchards, total (acres)","QUEENS COUNTY"," NY","1992",-9999,"36","081","36081"
"1905.1992","Land in orchards, total (acres)","RENSSELAER COUNTY"," NY","1992",191,"36","083","36083"
"1906.1992","Land in orchards, total (acres)","RICHMOND COUNTY"," NY","1992",-9999,"36","085","36085"
"1907.1992","Land in orchards, total (acres)","ROCKLAND COUNTY"," NY","1992",51,"36","087","36087"
"1908.1992","Land in orchards, total (acres)","ST LAWRENCE COUNTY"," NY","1992",140,"36","089","36089"
"1909.1992","Land in orchards, total (acres)","SARATOGA COUNTY"," NY","1992",793,"36","091","36091"
"1910.1992","Land in orchards, total (acres)","SCHENECTADY COUNTY"," NY","1992",50,"36","093","36093"
"1911.1992","Land in orchards, total (acres)","SCHOHARIE COUNTY"," NY","1992",187,"36","095","36095"
"1912.1992","Land in orchards, total (acres)","SCHUYLER COUNTY"," NY","1992",1681,"36","097","36097"
"1913.1992","Land in orchards, total (acres)","SENECA COUNTY"," NY","1992",1089,"36","099","36099"
"1914.1992","Land in orchards, total (acres)","STEUBEN COUNTY"," NY","1992",2457,"36","101","36101"
"1915.1992","Land in orchards, total (acres)","SUFFOLK COUNTY"," NY","1992",1721,"36","103","36103"
"1916.1992","Land in orchards, total (acres)","SULLIVAN COUNTY"," NY","1992",76,"36","105","36105"
"1917.1992","Land in orchards, total (acres)","TIOGA COUNTY"," NY","1992",29,"36","107","36107"
"1918.1992","Land in orchards, total (acres)","TOMPKINS COUNTY"," NY","1992",170,"36","109","36109"
"1919.1992","Land in orchards, total (acres)","ULSTER COUNTY"," NY","1992",11540,"36","111","36111"
"1920.1992","Land in orchards, total (acres)","WARREN COUNTY"," NY","1992",-9999,"36","113","36113"
"1921.1992","Land in orchards, total (acres)","WASHINGTON COUNTY"," NY","1992",426,"36","115","36115"
"1922.1992","Land in orchards, total (acres)","WAYNE COUNTY"," NY","1992",25906,"36","117","36117"
"1923.1992","Land in orchards, total (acres)","WESTCHESTER COUNTY"," NY","1992",240,"36","119","36119"
"1924.1992","Land in orchards, total (acres)","WYOMING COUNTY"," NY","1992",276,"36","121","36121"
"1925.1992","Land in orchards, total (acres)","YATES COUNTY"," NY","1992",5916,"36","123","36123"
"1926.1992","Land in orchards, total (acres)","ALL OTHER COUNTIES"," NY","1992",-9999,"36","998","36998"
"1928.1992","Land in orchards, total (acres)","ALAMANCE COUNTY"," NC","1992",62,"37","001","37001"
"1929.1992","Land in orchards, total (acres)","ALEXANDER COUNTY"," NC","1992",572,"37","003","37003"
"1930.1992","Land in orchards, total (acres)","ALLEGHANY COUNTY"," NC","1992",32,"37","005","37005"
"1931.1992","Land in orchards, total (acres)","ANSON COUNTY"," NC","1992",-9999,"37","007","37007"
"1932.1992","Land in orchards, total (acres)","ASHE COUNTY"," NC","1992",82,"37","009","37009"
"1933.1992","Land in orchards, total (acres)","AVERY COUNTY"," NC","1992",70,"37","011","37011"
"1934.1992","Land in orchards, total (acres)","BEAUFORT COUNTY"," NC","1992",50,"37","013","37013"
"1935.1992","Land in orchards, total (acres)","BERTIE COUNTY"," NC","1992",-9999,"37","015","37015"
"1936.1992","Land in orchards, total (acres)","BLADEN COUNTY"," NC","1992",168,"37","017","37017"
"1937.1992","Land in orchards, total (acres)","BRUNSWICK COUNTY"," NC","1992",-9999,"37","019","37019"
"1938.1992","Land in orchards, total (acres)","BUNCOMBE COUNTY"," NC","1992",195,"37","021","37021"
"1939.1992","Land in orchards, total (acres)","BURKE COUNTY"," NC","1992",262,"37","023","37023"
"1940.1992","Land in orchards, total (acres)","CABARRUS COUNTY"," NC","1992",100,"37","025","37025"
"1941.1992","Land in orchards, total (acres)","CALDWELL COUNTY"," NC","1992",12,"37","027","37027"
"1942.1992","Land in orchards, total (acres)","CAMDEN COUNTY"," NC","1992",-9999,"37","029","37029"
"1943.1992","Land in orchards, total (acres)","CARTERET COUNTY"," NC","1992",92,"37","031","37031"
"1944.1992","Land in orchards, total (acres)","CASWELL COUNTY"," NC","1992",20,"37","033","37033"
"1945.1992","Land in orchards, total (acres)","CATAWBA COUNTY"," NC","1992",103,"37","035","37035"
"1946.1992","Land in orchards, total (acres)","CHATHAM COUNTY"," NC","1992",56,"37","037","37037"
"1947.1992","Land in orchards, total (acres)","CHEROKEE COUNTY"," NC","1992",34,"37","039","37039"
"1948.1992","Land in orchards, total (acres)","CHOWAN COUNTY"," NC","1992",-9999,"37","041","37041"
"1949.1992","Land in orchards, total (acres)","CLAY COUNTY"," NC","1992",19,"37","043","37043"
"1950.1992","Land in orchards, total (acres)","CLEVELAND COUNTY"," NC","1992",694,"37","045","37045"
"1951.1992","Land in orchards, total (acres)","COLUMBUS COUNTY"," NC","1992",270,"37","047","37047"
"1952.1992","Land in orchards, total (acres)","CRAVEN COUNTY"," NC","1992",9,"37","049","37049"
"1953.1992","Land in orchards, total (acres)","CUMBERLAND COUNTY"," NC","1992",93,"37","051","37051"
"1954.1992","Land in orchards, total (acres)","CURRITUCK COUNTY"," NC","1992",106,"37","053","37053"
"1955.1992","Land in orchards, total (acres)","DARE COUNTY"," NC","1992",-9999,"37","055","37055"
"1956.1992","Land in orchards, total (acres)","DAVIDSON COUNTY"," NC","1992",22,"37","057","37057"
"1957.1992","Land in orchards, total (acres)","DAVIE COUNTY"," NC","1992",116,"37","059","37059"
"1958.1992","Land in orchards, total (acres)","DUPLIN COUNTY"," NC","1992",56,"37","061","37061"
"1959.1992","Land in orchards, total (acres)","DURHAM COUNTY"," NC","1992",-9999,"37","063","37063"
"1960.1992","Land in orchards, total (acres)","EDGECOMBE COUNTY"," NC","1992",-9999,"37","065","37065"
"1961.1992","Land in orchards, total (acres)","FORSYTH COUNTY"," NC","1992",67,"37","067","37067"
"1962.1992","Land in orchards, total (acres)","FRANKLIN COUNTY"," NC","1992",56,"37","069","37069"
"1963.1992","Land in orchards, total (acres)","GASTON COUNTY"," NC","1992",24,"37","071","37071"
"1964.1992","Land in orchards, total (acres)","GATES COUNTY"," NC","1992",-9999,"37","073","37073"
"1965.1992","Land in orchards, total (acres)","GRAHAM COUNTY"," NC","1992",-9999,"37","075","37075"
"1966.1992","Land in orchards, total (acres)","GRANVILLE COUNTY"," NC","1992",46,"37","077","37077"
"1967.1992","Land in orchards, total (acres)","GREENE COUNTY"," NC","1992",-9999,"37","079","37079"
"1968.1992","Land in orchards, total (acres)","GUILFORD COUNTY"," NC","1992",65,"37","081","37081"
"1969.1992","Land in orchards, total (acres)","HALIFAX COUNTY"," NC","1992",57,"37","083","37083"
"1970.1992","Land in orchards, total (acres)","HARNETT COUNTY"," NC","1992",28,"37","085","37085"
"1971.1992","Land in orchards, total (acres)","HAYWOOD COUNTY"," NC","1992",351,"37","087","37087"
"1972.1992","Land in orchards, total (acres)","HENDERSON COUNTY"," NC","1992",9198,"37","089","37089"
"1973.1992","Land in orchards, total (acres)","HERTFORD COUNTY"," NC","1992",-9999,"37","091","37091"
"1974.1992","Land in orchards, total (acres)","HOKE COUNTY"," NC","1992",19,"37","093","37093"
"1975.1992","Land in orchards, total (acres)","HYDE COUNTY"," NC","1992",-9999,"37","095","37095"
"1976.1992","Land in orchards, total (acres)","IREDELL COUNTY"," NC","1992",90,"37","097","37097"
"1977.1992","Land in orchards, total (acres)","JACKSON COUNTY"," NC","1992",27,"37","099","37099"
"1978.1992","Land in orchards, total (acres)","JOHNSTON COUNTY"," NC","1992",201,"37","101","37101"
"1979.1992","Land in orchards, total (acres)","JONES COUNTY"," NC","1992",-9999,"37","103","37103"
"1980.1992","Land in orchards, total (acres)","LEE COUNTY"," NC","1992",22,"37","105","37105"
"1981.1992","Land in orchards, total (acres)","LENOIR COUNTY"," NC","1992",69,"37","107","37107"
"1982.1992","Land in orchards, total (acres)","LINCOLN COUNTY"," NC","1992",765,"37","109","37109"
"1983.1992","Land in orchards, total (acres)","MCDOWELL COUNTY"," NC","1992",231,"37","111","37111"
"1984.1992","Land in orchards, total (acres)","MACON COUNTY"," NC","1992",83,"37","113","37113"
"1985.1992","Land in orchards, total (acres)","MADISON COUNTY"," NC","1992",38,"37","115","37115"
"1986.1992","Land in orchards, total (acres)","MARTIN COUNTY"," NC","1992",11,"37","117","37117"
"1987.1992","Land in orchards, total (acres)","MECKLENBURG COUNTY"," NC","1992",14,"37","119","37119"
"1988.1992","Land in orchards, total (acres)","MITCHELL COUNTY"," NC","1992",168,"37","121","37121"
"1989.1992","Land in orchards, total (acres)","MONTGOMERY COUNTY"," NC","1992",826,"37","123","37123"
"1990.1992","Land in orchards, total (acres)","MOORE COUNTY"," NC","1992",222,"37","125","37125"
"1991.1992","Land in orchards, total (acres)","NASH COUNTY"," NC","1992",62,"37","127","37127"
"1992.1992","Land in orchards, total (acres)","NEW HANOVER COUNTY"," NC","1992",21,"37","129","37129"
"1993.1992","Land in orchards, total (acres)","NORTHAMPTON COUNTY"," NC","1992",-9999,"37","131","37131"
"1994.1992","Land in orchards, total (acres)","ONSLOW COUNTY"," NC","1992",41,"37","133","37133"
"1995.1992","Land in orchards, total (acres)","ORANGE COUNTY"," NC","1992",19,"37","135","37135"
"1996.1992","Land in orchards, total (acres)","PAMLICO COUNTY"," NC","1992",8,"37","137","37137"
"1997.1992","Land in orchards, total (acres)","PASQUOTANK COUNTY"," NC","1992",-9999,"37","139","37139"
"1998.1992","Land in orchards, total (acres)","PENDER COUNTY"," NC","1992",32,"37","141","37141"
"1999.1992","Land in orchards, total (acres)","PERQUIMANS COUNTY"," NC","1992",-9999,"37","143","37143"
"2000.1992","Land in orchards, total (acres)","PERSON COUNTY"," NC","1992",13,"37","145","37145"
"2001.1992","Land in orchards, total (acres)","PITT COUNTY"," NC","1992",43,"37","147","37147"
"2002.1992","Land in orchards, total (acres)","POLK COUNTY"," NC","1992",787,"37","149","37149"
"2003.1992","Land in orchards, total (acres)","RANDOLPH COUNTY"," NC","1992",31,"37","151","37151"
"2004.1992","Land in orchards, total (acres)","RICHMOND COUNTY"," NC","1992",519,"37","153","37153"
"2005.1992","Land in orchards, total (acres)","ROBESON COUNTY"," NC","1992",45,"37","155","37155"
"2006.1992","Land in orchards, total (acres)","ROCKINGHAM COUNTY"," NC","1992",112,"37","157","37157"
"2007.1992","Land in orchards, total (acres)","ROWAN COUNTY"," NC","1992",28,"37","159","37159"
"2008.1992","Land in orchards, total (acres)","RUTHERFORD COUNTY"," NC","1992",309,"37","161","37161"
"2009.1992","Land in orchards, total (acres)","SAMPSON COUNTY"," NC","1992",162,"37","163","37163"
"2010.1992","Land in orchards, total (acres)","SCOTLAND COUNTY"," NC","1992",23,"37","165","37165"
"2011.1992","Land in orchards, total (acres)","STANLY COUNTY"," NC","1992",19,"37","167","37167"
"2012.1992","Land in orchards, total (acres)","STOKES COUNTY"," NC","1992",90,"37","169","37169"
"2013.1992","Land in orchards, total (acres)","SURRY COUNTY"," NC","1992",91,"37","171","37171"
"2014.1992","Land in orchards, total (acres)","SWAIN COUNTY"," NC","1992",-9999,"37","173","37173"
"2015.1992","Land in orchards, total (acres)","TRANSYLVANIA COUNTY"," NC","1992",11,"37","175","37175"
"2016.1992","Land in orchards, total (acres)","TYRRELL COUNTY"," NC","1992",-9999,"37","177","37177"
"2017.1992","Land in orchards, total (acres)","UNION COUNTY"," NC","1992",60,"37","179","37179"
"2018.1992","Land in orchards, total (acres)","VANCE COUNTY"," NC","1992",10,"37","181","37181"
"2019.1992","Land in orchards, total (acres)","WAKE COUNTY"," NC","1992",80,"37","183","37183"
"2020.1992","Land in orchards, total (acres)","WARREN COUNTY"," NC","1992",-9999,"37","185","37185"
"2021.1992","Land in orchards, total (acres)","WASHINGTON COUNTY"," NC","1992",-9999,"37","187","37187"
"2022.1992","Land in orchards, total (acres)","WATAUGA COUNTY"," NC","1992",29,"37","189","37189"
"2023.1992","Land in orchards, total (acres)","WAYNE COUNTY"," NC","1992",185,"37","191","37191"
"2024.1992","Land in orchards, total (acres)","WILKES COUNTY"," NC","1992",912,"37","193","37193"
"2025.1992","Land in orchards, total (acres)","WILSON COUNTY"," NC","1992",24,"37","195","37195"
"2026.1992","Land in orchards, total (acres)","YADKIN COUNTY"," NC","1992",63,"37","197","37197"
"2027.1992","Land in orchards, total (acres)","YANCEY COUNTY"," NC","1992",42,"37","199","37199"
"2028.1992","Land in orchards, total (acres)","ALL OTHER COUNTIES"," NC","1992",-9999,"37","998","37998"
"2030.1992","Land in orchards, total (acres)","ADAMS COUNTY"," ND","1992",-9999,"38","001","38001"
"2031.1992","Land in orchards, total (acres)","BARNES COUNTY"," ND","1992",-9999,"38","003","38003"
"2032.1992","Land in orchards, total (acres)","BENSON COUNTY"," ND","1992",-9999,"38","005","38005"
"2033.1992","Land in orchards, total (acres)","BILLINGS COUNTY"," ND","1992",-9999,"38","007","38007"
"2034.1992","Land in orchards, total (acres)","BOTTINEAU COUNTY"," ND","1992",-9999,"38","009","38009"
"2035.1992","Land in orchards, total (acres)","BOWMAN COUNTY"," ND","1992",-9999,"38","011","38011"
"2036.1992","Land in orchards, total (acres)","BURKE COUNTY"," ND","1992",-9999,"38","013","38013"
"2037.1992","Land in orchards, total (acres)","BURLEIGH COUNTY"," ND","1992",-9999,"38","015","38015"
"2038.1992","Land in orchards, total (acres)","CASS COUNTY"," ND","1992",-9999,"38","017","38017"
"2039.1992","Land in orchards, total (acres)","CAVALIER COUNTY"," ND","1992",-9999,"38","019","38019"
"2040.1992","Land in orchards, total (acres)","DICKEY COUNTY"," ND","1992",-9999,"38","021","38021"
"2041.1992","Land in orchards, total (acres)","DIVIDE COUNTY"," ND","1992",-9999,"38","023","38023"
"2042.1992","Land in orchards, total (acres)","DUNN COUNTY"," ND","1992",-9999,"38","025","38025"
"2043.1992","Land in orchards, total (acres)","EDDY COUNTY"," ND","1992",-9999,"38","027","38027"
"2044.1992","Land in orchards, total (acres)","EMMONS COUNTY"," ND","1992",-9999,"38","029","38029"
"2045.1992","Land in orchards, total (acres)","FOSTER COUNTY"," ND","1992",-9999,"38","031","38031"
"2046.1992","Land in orchards, total (acres)","GOLDEN VALLEY COUNTY"," ND","1992",-9999,"38","033","38033"
"2047.1992","Land in orchards, total (acres)","GRAND FORKS COUNTY"," ND","1992",-9999,"38","035","38035"
"2048.1992","Land in orchards, total (acres)","GRANT COUNTY"," ND","1992",-9999,"38","037","38037"
