StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
GA,13035,89,20,0,2,145,0,0,0,0,0,0,0,0,0,288,0,65,1,37,23,0,4,0,0,0,0,0,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,231,1,0,213,0,3,0,0,0,0,0,8,0,0,0,0,3771,0,6962,1560,511,166,678,43191,31190,307,4249,23754,1034,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,126,20,10,222,0,0,375,72,0,0
GA,13037,9101,14028,0,534,1294,0,16434,0,0,0,0,0,0,0,1150,0,46,49,66,85,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,47,0,20353,0,0,0,206,0,0,0,5282,0,0,0,0,1751,0,5138,953,136,21,30,23759,36174,2002,2357,2011,37162,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,87,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9109,14036,621,1340,0,0,1299,66,0,0
GA,13039,10,26,0,1,12,0,6,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,48,0,0,0,0,18100,0,19201,6277,2193,570,2306,41,131856,103,32965,2596,124223,82280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,10,26,1,13,0,0,1,0,0,0
GA,13043,825,13345,0,20,4639,0,3110,199,2,0,0,0,0,0,63,0,387,142,76,87,0,0,0,0,0,0,0,6416,0,0,0,0,0,0,0,132,0,15,27,0,0,7,0,0,0,31,0,90,0,11255,0,0,0,0,0,0,0,976,0,0,0,0,1790,0,6609,2604,553,116,43,356,27650,256,20831,5058,49007,2229,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,137,61,10,68,0,0,0,0,0,0,0,0,0,836,13482,22,5097,0,0,589,138,0,0
GA,13045,144,8,0,40,34,2,0,0,0,0,0,0,0,0,42,0,37,5,2,0,0,0,0,0,0,0,0,7556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,71,0,3,0,1,0,0,0,0,0,0,0,0,5476,0,21695,12602,3031,1465,651,118259,67796,63,17105,64378,1355,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,8,40,71,0,0,79,2,0,0
GA,13047,170,11,0,28,161,8,0,0,0,0,0,0,0,0,38,0,79,0,0,3,0,0,0,0,0,0,0,7892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,224,0,14024,6754,2252,717,93,34908,9179,11245,4343,11813,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,11,28,240,0,0,117,0,0,0
GA,13049,88,499,0,0,112,0,87,4,0,0,0,0,0,0,0,0,32,23,0,0,0,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,51,0,0,0,0,1144,0,14672,3429,665,86,195,24,139928,119,62655,11840,254501,8445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,288,0,0,0,0,0,0,0,0,0,88,506,0,144,0,0,39,0,0,0
GA,13051,14,336,0,0,46,0,6,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1194,0,0,0,0,0,0,0,38,0,0,0,0,32955,0,29539,21447,10914,6578,3586,95,39284,435,9002,1118,51149,99575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,336,0,47,0,0,1,2,0,0
GA,13053,29,44,0,6,18,0,5,0,0,0,0,0,0,0,19,0,0,14,5,23,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,957,0,1,0,0,0,0,0,82,0,0,0,0,1526,0,8227,2418,1351,717,1098,62104,46138,5696,16830,8007,5126,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,46,9,18,0,0,25,5,0,0
GA,13055,1666,582,0,32,1409,8,0,0,0,0,0,0,0,0,12,0,101,0,0,7,0,0,0,0,0,0,0,9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,622,0,12198,2421,546,237,127,90827,34925,19344,8980,16982,147,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,582,32,1510,0,0,147,0,0,0
GA,13057,77,2,0,63,8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,3,0,0,0,1,0,0,0,0,7902,0,42197,17208,5009,1500,1037,142478,37744,1480,4881,13015,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,77,2,63,13,0,0,2,4,0,0
GA,13059,36,17,0,0,201,0,0,0,0,0,0,0,0,0,250,0,8,0,0,1,0,1,0,0,0,0,0,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,684,0,15923,9215,4021,1236,288,26899,7225,84,647,8811,425,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,63,209,0,0,330,0,0,0
GA,13061,2170,5631,0,278,847,0,6477,0,0,0,0,0,0,0,1791,0,42,96,241,338,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13299,0,0,0,0,0,0,0,144,0,0,0,0,13876,0,3497,593,99,14,20,26026,46164,3442,7409,1361,4331,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,75,0,1,0,0,0,0,0,0,0,0,0,0,2178,5706,285,890,0,0,1922,241,0,0
GA,13063,11,1,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,75,0,1,1,1,0,0,0,0,0,0,0,0,1388,0,20331,22125,9380,7154,266,13360,11963,34,1018,3474,1569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,3,0,0,14,0,0,0
GA,13065,427,1236,0,6,683,0,334,6,0,0,0,0,0,0,0,0,3,38,8,27,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,1440,0,0,0,1,0,0,0,144,0,0,0,0,680,0,19533,6197,541,105,51,66,187605,126,66756,20256,213405,5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2131,0,0,0,0,0,0,0,0,0,427,1242,6,689,0,0,9,11,0,0
GA,13067,52,0,0,1,2,0,0,0,0,0,0,0,0,0,6,0,4,1,0,5,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,2838,0,64118,53211,19196,9515,324,35198,29272,121,1633,3963,356,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,6,0,0,10,0,0,0
GA,13069,5714,39501,0,135,4727,0,23756,1164,0,0,0,0,0,0,6,0,87,1356,128,754,0,0,0,0,0,0,2,13300,0,0,0,0,0,0,21,0,0,1,0,7,0,10,12,0,0,110,0,11,0,7449,0,0,0,52,29,0,0,973,0,0,0,0,3153,0,15436,4819,1098,716,85,983,105358,1151,38330,11450,93915,5768,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,48,32,0,4098,0,0,0,0,0,0,0,0,0,5725,39549,136,4846,0,0,142,171,0,0
GA,13071,3077,57739,0,279,1725,0,23928,4,137,0,0,0,0,0,143,0,30,2246,69,578,0,0,0,0,0,0,11,10556,0,0,0,15,0,0,0,0,0,18,0,47,0,511,0,0,0,24,0,659,0,35503,0,0,0,0,0,0,0,4397,0,0,0,0,3352,0,15001,5996,1357,721,207,12553,94888,8597,4821,8225,54380,3976,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,357,0,5,16,24,0,0,0,0,2,4,11,15,0,0,0,0,0,0,0,0,0,3128,57741,279,1770,0,0,191,97,0,0
GA,13073,77,254,0,28,149,0,41,0,0,0,0,0,0,0,12,0,71,8,9,10,0,0,0,0,0,0,0,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,363,0,0,0,0,0,0,0,83,0,0,0,1,13386,0,17992,12130,3253,1056,1282,46771,68508,591,7420,16450,3901,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,254,28,220,0,0,83,9,0,0
GA,13075,1414,22522,0,46,1066,0,10511,0,1,0,0,0,0,0,10,0,19,483,43,102,0,0,0,0,0,0,0,3765,0,0,0,1,0,0,0,0,0,199,0,14,0,8,0,0,0,1,0,2069,0,16300,0,1,0,0,0,0,0,698,0,0,0,0,827,0,6929,2446,898,481,36,3403,35576,2634,2214,2660,30177,1701,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1414,22524,46,1085,0,0,31,43,0,0
GA,13077,52,31,0,16,53,0,4,0,0,0,0,0,0,0,268,0,4,47,6,1,0,0,0,0,0,0,0,5930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,95,0,20,0,0,0,0,0,0,0,0,0,0,5474,0,23170,13316,3180,1705,536,89539,83902,101,13377,36418,7847,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,31,16,57,0,0,272,6,0,0
GA,13079,387,435,0,92,1325,46,61,0,0,0,0,1,0,0,326,0,397,48,65,46,0,33,0,0,0,0,0,3723,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19,28,108,0,6553,0,2379,0,0,14,0,0,4892,0,0,0,0,1201,0,7596,1209,214,58,1625,56518,66396,1845,10209,24060,16576,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,7,0,0,0,6,0,3,12,0,2,0,0,0,0,0,0,0,0,0,394,438,98,1734,1,0,739,77,0,0
GA,13081,1236,34192,0,3151,3836,24,9356,0,2,0,0,0,0,0,706,0,1279,883,301,295,0,6,0,0,0,0,0,4389,0,0,0,2,0,0,0,0,0,53,0,1,0,30,0,0,0,0,0,395,0,15508,0,0,0,0,0,0,0,5981,0,0,0,0,4415,0,8570,4425,1081,701,43,18073,34176,2726,1164,3391,17357,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,53,0,302,170,2,0,0,0,0,0,0,0,0,0,0,1243,34494,3204,5287,0,0,2340,476,0,0
GA,13083,760,8,0,7,137,0,0,0,0,0,0,0,0,0,1,0,81,0,0,0,0,0,0,0,0,0,0,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,390,0,7272,2125,387,126,446,73646,4867,7815,3636,6011,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,8,7,218,0,0,85,0,0,0
GA,13085,175,3,0,6,64,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,2342,0,10642,2004,630,284,229,97698,13445,360,1128,6224,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,3,6,67,0,0,5,0,0,0
GA,13087,13959,31265,0,581,4268,0,31722,0,0,0,0,0,0,0,738,0,22,507,289,855,0,0,0,0,0,0,0,8374,0,0,0,5,0,0,0,0,0,0,0,0,0,605,0,0,0,47,0,1863,0,21894,0,2,0,51,0,0,0,5325,0,0,0,0,13607,0,13531,5626,1581,579,167,9005,145624,5827,13780,7293,56637,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,136,0,17,2,0,4,0,0,0,0,0,0,0,0,0,13971,31282,717,4292,0,0,915,301,0,0
GA,13089,15,0,0,2,4,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,9,0,2,0,1,0,0,0,2,0,0,0,0,1788,0,51003,39596,16004,9362,1324,25191,24198,28,1161,2948,445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,6,0,0,6,0,0,0
GA,13091,3041,11870,0,1127,5309,120,5047,1,0,1,0,0,0,0,382,0,693,488,894,178,0,1,0,0,0,0,2,9032,0,0,0,0,0,0,0,1,0,168,0,0,0,5,0,0,0,5,0,136,0,18335,0,0,0,2,0,0,0,2035,0,0,0,0,2828,0,13368,2603,557,195,74,9117,119503,2774,24476,16171,67249,3087,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,6,190,0,0,268,0,642,56,2,5,0,0,0,0,0,0,0,0,0,3239,12512,1395,6060,0,0,1991,1140,0,0
GA,13093,2110,73037,0,373,4654,7,12696,0,1,0,0,0,0,0,655,0,4730,121,28,131,0,1,0,0,0,0,0,4218,0,0,0,0,0,0,0,0,0,218,0,1,0,2,0,0,0,3,0,1107,0,17531,0,12,0,0,0,0,0,6664,0,0,0,0,1225,0,7195,3098,700,178,40,22307,51492,2282,1190,3554,29788,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1219,15,4,2,0,0,0,0,0,0,0,0,0,2114,74256,389,9403,0,0,6620,43,0,0
GA,13095,2856,6524,0,357,648,0,3611,0,0,0,0,0,0,0,251,0,12,104,46,68,0,0,0,0,0,0,1,1078,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,670,0,18493,0,0,0,0,0,0,0,17742,0,0,0,0,1744,0,17951,12019,3966,2494,80,20122,48698,5266,3445,3981,40272,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2856,6525,502,662,0,0,409,48,0,0
GA,13097,35,1,0,0,6,1,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1818,0,17522,14255,3759,1899,439,50789,23459,30,4170,8172,457,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,7,0,0,5,0,0,0
GA,13099,7418,35130,0,112,1276,0,32678,0,0,0,0,0,0,0,1802,0,343,308,869,519,0,0,0,0,0,0,0,1707,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,316,0,35957,0,0,0,10,0,0,0,1779,0,0,0,0,2987,0,10084,2271,481,183,105,41816,92821,3308,8124,6464,40745,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,7603,35193,175,1619,0,0,2456,869,0,0
GA,13101,689,1226,0,14,580,0,1534,207,0,0,0,0,0,0,0,0,6,76,82,89,0,0,0,0,0,0,0,1484,0,0,0,0,0,0,0,32,0,0,0,0,0,26,0,0,0,4,0,1,0,1640,0,0,0,1,0,0,0,61,0,0,0,0,380,0,8590,1695,96,18,15,74,100380,359,25094,4194,119160,1353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,0,141,0,0,0,0,0,0,0,0,0,690,1228,14,599,0,0,9,95,0,0
GA,13103,1610,7318,0,0,2190,0,1459,0,0,0,0,0,0,0,75,0,89,108,77,46,0,0,0,0,0,0,0,3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,7156,0,0,0,0,0,0,0,248,0,0,0,0,3046,0,14933,5015,1460,577,1086,155,71384,810,33184,5336,142137,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,289,0,0,2,0,0,0,0,0,0,0,0,0,1610,7607,8,2279,0,0,461,77,0,0
GA,13105,391,221,0,18,827,0,0,0,0,0,0,0,0,0,1024,0,295,6,51,1,0,683,0,0,0,0,1,9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,301,0,1,0,0,0,0,0,15,0,0,0,0,15320,0,12816,3373,1459,432,731,81003,57293,123,7211,45126,1538,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,18,0,1,6,0,0,0,0,0,0,0,0,0,0,0,399,222,36,1128,0,0,1346,57,0,0
GA,13107,2554,20164,0,148,3080,0,6669,2,1,0,0,0,0,0,187,0,668,258,193,219,0,0,0,0,0,0,0,9922,0,0,0,0,0,0,4,11,0,1,8,1,0,0,0,0,0,76,0,254,0,18653,0,0,0,1,0,0,0,1466,0,0,0,0,2739,0,21142,6240,1353,296,85,5055,131939,1823,75155,17816,107882,4411,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,1,0,0,0,2,23,0,0,261,0,969,50,10,66,0,0,0,0,0,0,0,0,0,2589,21133,409,3808,0,0,2087,266,0,0
GA,13109,1394,5967,0,5,1390,0,1737,37,2,0,0,0,0,0,30,0,33,155,59,72,0,0,0,0,0,0,0,3420,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,8,0,7409,0,0,0,0,0,0,0,881,0,0,0,0,794,0,7531,2385,554,159,435,232,27906,415,13254,2457,39473,1335,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,7,1,30,0,0,0,0,0,0,0,0,0,1396,6000,5,1431,0,0,96,67,0,0
GA,13111,172,1,0,2,23,1,0,0,0,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,0,16,23,0,0,0,0,29,0,0,0,0,3289,0,12707,1412,469,142,199,198236,20976,3115,993,3744,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1,3,40,0,0,60,0,0,0
GA,13113,49,2,0,0,11,0,0,0,0,0,0,0,0,0,44,0,1,0,1,57,0,0,0,0,0,0,0,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,142,0,14,3,0,0,0,0,0,0,0,0,0,3462,0,18201,12204,3150,1295,387,32298,30748,51,2571,15051,5309,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,49,2,0,20,0,0,45,9,0,0
GA,13115,1874,3389,0,143,2944,14,0,0,0,0,0,0,0,0,42,0,27,0,0,15,0,0,0,0,0,0,5,17809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,29,0,1,0,0,0,0,0,0,0,0,0,0,5484,0,25940,10979,3542,1597,730,105255,73189,32546,21502,23703,1027,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,3389,143,2971,0,0,69,0,0,0
GA,13117,30,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,14647,0,29397,17469,5123,1849,1118,60390,10606,39,1675,11345,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,9,0,0,2,0,0,0
GA,13119,449,7,0,15,600,0,0,0,0,0,0,0,0,0,220,0,435,21,8,21,0,30,0,0,0,0,0,6345,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,145,0,0,0,0,0,0,0,2,0,0,0,0,2524,0,11711,4810,1705,571,695,69755,8910,51,1549,57413,2196,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,30,0,0,160,0,0,0,0,0,0,0,0,0,0,0,487,7,45,1195,0,0,723,168,0,0
GA,13121,37,3,0,4,22,0,1,0,0,0,0,0,0,0,11,0,5,1,0,2,0,0,0,0,0,0,0,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,14,0,1,2,5,0,0,0,0,0,0,0,0,4672,0,77595,61964,30058,18472,598,80549,49606,109,4852,10529,1141,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,4,27,0,0,16,0,0,0
GA,13123,185,2,0,7,47,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,272,0,2,165,0,0,0,0,16,0,0,0,0,3079,0,15490,1780,818,316,234,221543,18089,3663,1513,4698,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,187,2,7,61,0,0,19,1,0,0
GA,13125,84,1796,0,40,458,0,353,0,0,0,0,0,0,0,354,0,495,62,2,88,0,9,0,0,0,0,0,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,16,0,3508,0,0,0,0,0,0,0,441,0,0,0,18,262,0,3312,385,65,8,457,21512,36433,1945,4813,5903,7510,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,20,1,0,0,0,0,0,0,0,0,0,0,0,87,1816,44,954,0,0,876,3,0,0
GA,13127,13,24,0,0,45,0,3,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,14,0,0,0,0,21590,0,19243,9130,3368,1901,2699,13,70172,28,17902,1418,66911,72685,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,13,24,0,45,0,0,0,3,0,0
GA,13129,4450,720,0,550,3154,36,0,0,0,0,0,0,0,0,54,0,673,0,91,3,0,0,0,0,0,0,0,15546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,133,0,1,2,0,0,0,0,0,0,0,0,0,1929,0,21442,5924,2479,1366,229,80000,34514,11343,13667,30202,385,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4452,720,550,3827,0,0,729,91,0,0
GA,13131,5279,27900,0,380,2965,0,10383,0,1,0,0,0,0,0,308,0,47,486,549,214,0,0,0,0,0,0,4,7543,0,0,0,82,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,84,0,22894,0,1,0,0,0,0,0,10182,0,0,0,0,2438,0,11465,3235,583,206,67,3310,87427,6071,8489,6600,71698,3132,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,219,0,0,17,0,339,2,0,3,0,0,0,0,0,0,0,0,0,5502,28239,397,3014,0,0,715,770,0,0
GA,13133,250,66,0,57,137,0,0,0,0,0,0,0,0,0,263,0,214,3,3,1,0,138,0,0,0,0,0,5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,267,0,2,0,0,0,0,0,13,0,0,0,0,12983,0,13656,2096,514,99,765,74971,103897,1090,8260,31201,3384,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,39,0,5,0,0,0,0,0,0,0,0,0,0,0,0,287,71,96,351,0,0,558,3,0,0
