StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
IN,18069,300945,0,0,30,403792,3,0,0,5,2561,0,0,0,0,12371,0,30,13,90,0,0,45,0,0,0,0,10877,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,1,0,4,0,14108,0,0,4,4,0,0,0,0,0,0,0,0,20117,0,77224,21282,6987,2480,1878,152663,214,2,9540,71782,508,3698,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300945,0,30,403822,0,0,12401,90,0,0
IN,18071,276373,0,0,66,295715,0,0,0,0,1407,0,1,0,0,5882,0,14000,0,60,0,0,28,0,0,0,0,3815,7259,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,13,81,0,25,0,0,0,0,0,0,0,0,0,0,0,0,16496,0,76877,17433,8599,3113,643,609717,5790,1,401,133867,596,94,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276376,0,66,309715,1,0,19885,60,39,0
IN,18073,774726,0,0,9,411686,0,0,0,0,5821,0,0,0,0,4866,0,4,6,0,0,0,1,0,0,0,0,8927,2451,0,0,0,0,0,1,0,0,0,0,0,276,0,0,12,0,0,3876,0,0,0,4882,0,0,0,0,0,0,0,0,0,0,0,0,7689,0,37574,61508,7522,3738,2196,174371,147,0,611,93720,6523,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,80,5,0,0,0,0,0,3,0,0,774726,0,98,411690,0,0,4959,0,0,0
IN,18075,341524,0,0,67,421621,0,0,3,0,264,0,0,0,1,36287,0,946,101,399,0,0,82,0,0,0,0,10991,4293,0,0,0,41,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,22,0,17300,0,0,0,3,0,0,0,0,0,0,0,0,2148,0,57314,12460,3423,1430,264,111838,14,4,998,77616,801,2823,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,341578,0,67,422567,0,0,37287,399,0,0
IN,18077,61896,0,0,0,167154,0,0,12,1,17,0,1,0,0,1086,0,6848,1,18,0,0,114,0,0,0,0,1775,7008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,70,0,73,0,0,0,0,0,0,0,0,0,0,0,0,5453,0,42929,9331,4515,2170,563,587052,21729,23,2960,121336,221,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,61931,0,0,174047,46,0,7969,18,0,0
IN,18079,159951,0,0,0,200634,0,0,9,0,2311,0,0,0,0,5390,0,7083,0,3,0,0,2,0,0,0,0,1521,6741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6341,0,48582,7830,2930,1272,735,544946,3848,2,1128,87482,6,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159953,0,0,207717,0,0,12475,3,4,0
IN,18081,222316,0,0,0,210486,0,0,0,0,5,0,11,0,0,7953,0,3557,0,0,0,2,0,0,0,0,0,2989,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,247,0,0,0,0,0,0,0,0,0,0,0,0,9226,0,84364,62956,26184,8009,574,170404,186,0,373,113151,190,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222316,0,0,214043,11,0,11510,0,0,0
IN,18083,508009,0,0,1342,473659,0,0,0,536,3270,0,0,0,0,4347,0,43412,14,0,0,6,0,0,0,0,0,1073,1931,0,0,0,11,1985,5,0,0,0,13348,0,0,0,0,0,0,0,3,0,588,0,3547,0,11,23,0,0,0,0,0,0,0,0,0,33805,0,91750,19829,8819,3934,1926,208093,262,0,58,75499,3051,963,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,1765,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,508010,0,1342,517114,1,0,47759,43,702,0
IN,18085,525190,0,0,3,349011,4,0,0,0,3174,0,0,0,0,17172,0,8,170,384,0,0,11,0,0,0,0,35135,6407,0,0,0,237,2,0,0,0,0,0,0,1,0,0,159,0,0,655,11,55,0,2599,0,0,24,4,0,0,0,0,0,0,0,0,54939,0,97748,36040,12810,5838,3794,209778,671,1,20783,168785,24052,19479,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,11,59,0,0,0,0,0,0,0,0,525193,0,3,349019,0,0,17183,384,0,0
IN,18087,255653,0,0,0,154155,0,0,0,0,2926,0,0,0,0,8099,0,1,487,346,0,0,2,0,0,0,0,127757,600,0,0,0,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,86,0,12,0,700,0,0,0,0,10,0,0,0,0,0,0,0,24259,0,45107,30201,7211,3271,1134,56294,2829,30,6825,174115,202245,6297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255653,0,0,154156,0,0,8100,346,0,0
IN,18089,285055,0,0,0,211924,0,0,0,0,14,0,0,0,0,4830,0,25,33,15,0,0,0,0,0,0,0,2294,833,0,0,0,0,0,4,0,0,0,0,0,31,0,0,11,0,0,303,0,0,0,5601,0,0,1209,0,0,0,0,0,0,0,0,0,22647,0,98218,279151,125928,73068,9931,122300,206,160,22328,103619,71640,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,285055,0,0,211949,0,0,4855,15,0,0
IN,18091,532916,0,0,0,371140,105,0,0,0,5624,10,0,0,0,26358,0,495,98,88,0,0,1,0,0,0,0,15662,546,0,0,0,0,0,0,0,0,0,0,0,2296,0,0,4,0,0,7447,34,0,0,1298,0,0,0,1,3,0,0,0,0,0,0,0,16472,0,67735,78784,25715,9397,3322,278120,3122,117,16352,144011,125949,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532916,0,0,371635,0,0,26853,88,0,0
IN,18093,77678,0,0,0,94963,0,0,0,0,64,0,4,0,0,581,0,608,113,19,0,0,1,0,0,0,0,2077,22364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,9465,0,70154,11042,6308,2124,3345,720091,3353,0,1426,274929,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77678,0,0,95571,4,0,1189,19,1,0
IN,18095,409284,0,0,5,442199,0,0,0,1,45,0,0,0,0,4948,0,67,149,0,0,0,7,0,0,0,0,7443,3795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202,0,0,1,0,1,0,6170,0,0,1,0,0,0,0,0,0,0,0,0,6982,0,105086,67267,19773,8599,173,91536,32,0,470,126018,699,2600,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,409285,0,5,442266,0,0,5016,0,0,0
IN,18097,30521,0,0,0,44612,0,0,0,0,2,0,0,0,0,1242,0,93,0,0,0,485,0,0,0,0,0,570,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,30081,0,296461,350526,178904,85616,2078,84898,57,0,195,51361,135,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,30522,0,0,44705,0,0,1336,0,0,0
IN,18099,461847,0,0,0,294138,0,0,0,3,2083,0,29,0,0,13427,0,3,30,139,0,0,2,0,0,0,0,31876,1075,0,0,0,391,254,0,0,0,0,2,0,3,0,0,62,0,0,1156,387,97,0,1270,0,0,0,0,62,0,0,0,0,0,0,0,18117,0,73237,28154,9430,3717,1557,193947,3339,3,9474,110654,23095,11282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,461854,0,0,294141,29,0,13437,139,0,0
IN,18101,70535,0,0,0,65043,0,0,0,0,1119,0,0,0,0,229,0,2429,4,0,0,0,0,0,0,0,0,207,2883,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,117,0,0,0,0,0,0,0,0,0,0,0,0,10915,0,41016,4048,2549,763,450,716334,3635,0,148,57222,23,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70535,0,0,67472,0,0,2658,0,0,0
IN,18103,318018,0,0,1,387647,38,0,0,2,5711,0,12,0,0,17457,0,332,56,35,0,0,455,0,0,0,0,16814,2106,0,0,0,0,0,0,0,0,0,198,0,0,0,0,159,0,0,25,0,11,0,561,0,0,0,0,0,0,0,0,0,0,0,0,9252,0,69327,20453,6397,2883,1081,136093,119,2,8616,78723,721,1982,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,395,0,0,0,0,0,0,302,0,0,0,0,0,0,0,1,318020,0,1,387980,13,0,17791,35,0,0
IN,18105,23603,0,0,1,30472,0,0,0,0,8,0,0,0,0,567,0,119,0,0,0,0,0,0,0,0,0,1167,3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,52074,0,58544,27176,14098,4020,4265,818013,4408,23,820,140861,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23603,0,1,30591,0,0,686,0,0,0
IN,18107,535244,0,0,3,523391,0,0,0,0,6,0,0,0,0,6983,0,463,22,6,0,133,3,0,0,0,0,5689,3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,12,31,9,2,134,0,0,0,0,1,0,0,0,0,0,0,0,4933,0,76392,19404,5882,3089,731,168306,58,0,38,99697,717,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535244,0,3,523854,0,0,7446,6,0,0
IN,18109,203915,0,0,1,177564,0,0,0,0,1,0,0,0,0,2706,0,1459,1,1,0,32,0,0,0,0,0,1710,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,16333,0,60214,21889,7276,2271,1174,548647,240,3,522,130500,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203915,0,1,179023,0,0,4165,1,0,0
IN,18111,525353,0,0,39,294493,0,0,0,0,10,1,0,0,0,5828,0,61,19,0,0,0,0,0,0,0,0,15633,927,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,531,8,0,0,5817,0,0,4,0,0,0,0,0,0,0,0,0,13286,0,26598,39013,3917,1221,1751,125544,44,11,6834,69577,18581,5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,525353,0,39,294554,0,0,5889,0,0,0
IN,18113,306859,0,0,1,261708,0,0,0,3,8,0,0,0,0,14998,0,0,48,567,0,0,2,0,0,0,0,36411,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,1,15,0,1553,0,0,0,38,0,0,0,0,0,0,0,0,25781,0,66171,19275,6927,2595,594,176372,706,7,55034,148115,66164,11076,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306861,0,1,261708,0,0,15000,567,0,0
IN,18115,8914,0,0,0,11600,0,0,7,0,15,0,0,0,0,682,0,50,1,3,0,0,17,0,0,0,0,340,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3176,0,13030,1701,670,181,88,137114,6443,32,2676,62748,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8916,0,0,11650,0,0,734,3,0,0
IN,18117,89653,0,0,0,99164,0,0,0,0,164,0,11,0,0,448,0,4345,0,97,0,0,13,0,0,0,0,1656,8395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,25958,0,54837,4159,2643,823,2144,699694,10337,43,1030,169005,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89655,0,0,103509,11,0,4795,97,0,0
IN,18119,79891,0,0,2,111669,0,0,0,0,1,0,0,0,0,1741,0,1729,1,0,0,0,0,0,0,0,0,1092,4931,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,15,1,0,350,0,0,0,0,0,0,0,0,0,0,0,0,14699,0,36552,3163,855,199,514,745852,2248,17,358,109626,17,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79891,0,2,113398,0,0,3470,0,0,0
IN,18121,266010,0,0,364,265309,0,0,0,0,320,0,0,0,0,5658,0,1931,2,3,0,64,0,0,0,0,0,7216,4021,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,323,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,18805,0,66702,9926,2198,424,551,543792,105,3,21,86118,12857,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266010,0,364,267240,0,0,7589,3,0,0
IN,18123,40345,0,0,8,49148,0,0,0,0,7,0,0,0,0,464,0,624,3,0,0,0,0,0,0,0,0,144,6495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,0,267,0,0,0,0,0,0,0,0,0,0,0,0,13807,0,41463,6486,2823,952,396,810638,19901,57,250,114424,2569,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,40346,0,8,49772,0,0,1089,0,0,0
IN,18125,136881,0,0,1181,177501,0,0,0,2,61,0,0,0,0,1796,0,4664,28,0,0,0,0,0,0,0,0,554,3126,0,0,0,0,12,3,0,0,0,55,0,0,0,0,0,0,0,0,19,40,0,3271,0,3,0,0,0,0,0,0,0,0,0,0,23479,0,45323,6397,3602,2368,3029,443557,25264,0,292,95054,985,2992,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,136883,0,1181,182169,5,0,6460,1,4,0
IN,18127,291374,0,0,0,235849,0,0,0,0,382,0,0,0,0,7384,0,5,20,8,0,0,0,0,0,0,0,5224,1999,0,0,0,0,0,0,0,0,0,0,0,221,0,0,8,0,0,274,0,0,0,3439,0,0,0,0,0,0,0,0,0,0,0,0,8377,0,64157,108207,40463,15193,4852,172931,617,30,19256,131837,92935,3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,291374,0,4,235854,0,0,7393,8,0,0
IN,18129,373772,0,0,1066,288753,1,0,0,0,0,0,0,0,0,729,0,82594,4,0,0,0,0,0,0,0,0,1329,3675,0,0,0,0,32,2,0,0,0,701,0,0,0,0,0,0,0,0,24,57,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,43519,0,71236,13499,5319,2818,107,237635,437,0,17,46879,26486,3959,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,90,0,0,1,0,0,192,0,0,0,1,0,0,0,0,0,0,0,0,152,0,0,373773,0,1066,371348,0,0,83324,1,33,0
IN,18131,589898,0,0,11,289045,0,0,0,3,45387,0,0,0,0,3396,0,5,5,2,1,0,0,0,0,0,0,5596,1213,0,0,0,36,81,0,0,0,0,0,0,0,0,0,52,0,0,3576,1,527,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,2733,0,46741,25089,3166,1095,1859,168570,428,1,228,52682,6799,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,589898,0,11,289050,0,0,3401,2,0,0
IN,18133,306487,0,0,143,286887,0,0,0,0,6,0,8,0,0,6418,0,3294,0,6,0,16,0,0,0,0,0,3959,7349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,21,42,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,9982,0,63035,16477,4121,1803,2952,508884,269,5,247,165879,125,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306487,0,143,290181,8,0,9712,6,0,0
IN,18135,441995,0,0,110,515534,0,0,1,0,1648,0,0,0,0,19378,0,674,30,43,0,0,0,0,0,0,0,10038,2441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,6,27,0,23509,0,0,0,0,0,0,0,0,0,0,0,0,2425,0,72982,13158,3890,1506,245,100774,122,12,44,90905,505,738,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442133,0,110,516208,0,0,20190,43,0,0
IN,18137,181849,0,0,2,255708,0,0,8,0,846,0,0,0,0,4388,0,2612,94,3,0,0,23,0,0,0,0,2411,7836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,101,60,0,117,0,0,0,1,0,0,0,0,0,0,0,0,7907,0,50343,10497,4044,1731,989,617063,7795,6,2820,129631,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,181877,0,2,258348,28,0,7028,3,1,0
IN,18139,478586,0,0,0,443868,0,0,0,1,251,0,8,0,0,13508,0,2947,2,1,0,0,0,0,0,0,0,9474,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,29,0,2141,0,0,0,0,0,0,0,0,0,0,0,0,1777,0,56004,8973,2489,760,149,86970,4,0,51,62857,134,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478599,0,0,446815,8,0,16468,1,0,0
IN,18141,354254,0,0,0,211900,0,0,0,0,185,0,5,0,0,11198,0,4,7,110,0,0,1,0,0,0,0,14631,557,0,0,0,5,0,0,0,0,0,0,0,17,0,0,2,0,0,5377,34,35,0,1409,0,0,0,0,77,0,0,0,0,0,0,0,12304,0,152584,143531,62481,25695,5215,176003,2201,127,9941,86720,46494,4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,354255,0,0,211938,39,0,11203,110,0,0
IN,18143,48790,0,0,0,88789,0,0,1,56,10,0,0,0,0,707,0,535,0,14,0,0,23,0,0,0,0,624,3572,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4,212,0,53,0,0,0,0,0,0,0,0,0,0,0,0,8217,0,29168,6656,2917,1113,748,270341,4852,4,56,87067,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48796,0,0,89331,7,0,1248,14,0,0
IN,18145,430152,0,0,0,441209,0,0,0,35,1841,0,0,0,0,10382,0,5551,0,0,38,1,0,0,0,0,0,3562,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4158,0,62626,20864,9100,3236,736,105050,25,0,75,85281,950,286,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430152,0,0,446760,0,0,15933,0,13,0
IN,18147,231231,0,0,13,279348,0,0,2,0,152,0,0,0,0,2106,0,5911,26,0,0,0,0,0,0,0,0,535,12351,0,0,0,0,12,1,0,0,0,9,0,0,0,0,0,0,0,1,14,33,0,1168,0,78,0,0,0,0,0,0,0,0,0,0,10994,0,67410,7850,4599,1686,637,371853,2718,0,74,145678,6437,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231383,0,13,285259,0,0,8169,0,0,0
IN,18149,318417,0,0,0,126379,0,0,0,0,6877,7,1,0,0,1895,0,3,28,4,0,0,0,0,0,0,0,6742,784,0,0,0,0,2,0,0,0,0,0,0,1027,0,0,5,0,0,17360,26,0,0,2046,0,0,0,0,409,0,0,0,0,0,0,0,10843,0,43425,22077,3574,947,796,207618,2075,9,2907,86963,25449,9920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,83,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,318439,0,0,126382,1,0,1920,4,0,0
IN,18151,177187,0,0,51,138024,0,0,0,0,8,0,0,0,1,18678,0,0,34,86,0,0,0,0,0,0,0,17909,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,744,0,0,0,6,0,0,0,0,0,0,0,0,45773,0,53986,28622,9404,3654,498,43488,1140,98,4117,180822,202425,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177191,0,51,138024,0,0,18682,86,0,0
IN,18153,304477,0,0,5425,318764,0,0,0,681,699,0,0,0,0,2418,0,8585,15,0,0,0,0,0,0,0,0,3461,3429,0,0,0,312,1013,0,0,0,0,2291,0,0,0,0,0,0,0,0,3,15,0,2978,0,0,0,0,0,0,0,0,0,0,0,0,43327,0,71043,11214,3828,1263,5255,373713,6823,0,413,127398,6388,869,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,197,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304477,0,5425,327349,0,0,11003,0,13,0
IN,18155,18239,0,0,0,30596,0,0,133,1,15,0,0,0,0,646,0,486,0,13,0,0,11,0,0,0,0,1524,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8555,0,29615,2486,951,301,587,391834,20882,100,4070,126679,848,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18256,0,0,31082,0,0,1149,13,0,0
IN,18157,452648,0,0,0,407824,0,0,0,4,2134,0,0,0,0,12920,0,3000,99,10,0,0,15,0,0,0,0,7785,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,139,2,66,0,656,0,0,0,0,0,0,0,0,0,0,0,0,12380,0,96212,65989,28005,14117,1822,205307,63,0,235,129209,3923,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452648,0,0,410824,0,0,15920,10,0,0
IN,18159,309970,0,0,1,334736,0,0,0,19,115,0,0,0,0,5274,0,15,18,0,0,0,31,0,0,0,0,1836,399,0,0,0,0,0,0,0,0,0,3,0,0,0,0,112,0,0,1,0,9,0,245,0,0,0,0,0,0,0,0,0,0,0,0,363,0,37613,9015,3013,1115,49,19679,4,0,1035,24606,442,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309970,0,1,334751,0,0,5289,0,0,0
IN,18161,141172,0,0,0,139107,0,0,0,0,6,0,0,0,0,1560,0,22,0,0,0,0,0,0,0,0,0,2024,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10983,0,26455,3779,741,245,20,106050,55,239,57,40738,10,49,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141173,0,0,139129,0,0,1583,0,0,0
IN,18163,116118,0,0,247,125027,0,0,0,0,1,0,0,0,0,1413,0,18031,2,0,0,0,0,0,0,0,0,360,1318,0,0,0,0,5,0,0,0,0,139,0,0,0,0,0,0,0,0,11,398,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,7784,0,75369,59248,33787,14790,285,178877,2166,0,1,36340,4088,871,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116118,0,247,143058,0,0,19444,0,14,0
IN,18165,207432,0,0,22,169881,0,0,0,0,459,0,0,0,0,2632,0,126,0,14,0,10,0,0,0,0,0,3108,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,275,0,0,9751,0,0,0,0,0,0,0,0,0,0,0,0,17350,0,35468,22707,3266,1180,1798,184682,7,0,1,76036,8269,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207432,0,22,170007,0,0,2758,14,0,0
